publications	subject	new_object	is_creation	closure_predicates	closure_delta	new_object_label
	SGD:S000003526	GO:0005199	True	rdfs:subClassOf|BFO:0000050	2	structural constituent of cell wall
	SGD:S000003526	GO:0031505	True	rdfs:subClassOf|BFO:0000050	8	fungal-type cell wall organization
	SGD:S000003526	GO:0009277	True	rdfs:subClassOf|BFO:0000050	5	fungal-type cell wall
	SGD:S000005621	GO:0006014	True	rdfs:subClassOf|BFO:0000050	4	D-ribose metabolic process
	SGD:S000002459	GO:0010571	True	rdfs:subClassOf|BFO:0000050	0	positive regulation of nuclear cell cycle DNA replication
	SGD:S000002459	GO:1901987	True	rdfs:subClassOf|BFO:0000050	0	regulation of cell cycle phase transition
	SGD:S000004073	GO:0072657	True	rdfs:subClassOf|BFO:0000050	5	protein localization to membrane
	SGD:S000005354	GO:0004034	True	rdfs:subClassOf|BFO:0000050	3	aldose 1-epimerase activity
	SGD:S000005354	GO:0006006	True	rdfs:subClassOf|BFO:0000050	4	glucose metabolic process
	SGD:S000005354	GO:0033499	True	rdfs:subClassOf|BFO:0000050	11	galactose catabolic process via UDP-galactose
	SGD:S000001006	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000001481	GO:0008999	True	rdfs:subClassOf|BFO:0000050	6	peptide-alanine-alpha-N-acetyltransferase activity
	SGD:S000001481	GO:1990189	True	rdfs:subClassOf|BFO:0000050	6	peptide-serine-alpha-N-acetyltransferase activity
	SGD:S000004127	GO:0008276	True	rdfs:subClassOf|BFO:0000050	2	protein methyltransferase activity
	SGD:S000004127	GO:0005829	True	rdfs:subClassOf|BFO:0000050	12	cytosol
	SGD:S000004127	GO:0032991	True	rdfs:subClassOf|BFO:0000050	1	protein-containing complex
	SGD:S000001900	GO:0070628	True	rdfs:subClassOf|BFO:0000050	2	proteasome binding
	SGD:S000005023	GO:0051015	True	rdfs:subClassOf|BFO:0000050	0	actin filament binding
	SGD:S000005023	GO:0000281	True	rdfs:subClassOf|BFO:0000050	0	mitotic cytokinesis
	SGD:S000005023	GO:0005826	True	rdfs:subClassOf|BFO:0000050	0	actomyosin contractile ring
	SGD:S000003669	GO:0031966	True	rdfs:subClassOf|BFO:0000050	0	mitochondrial membrane
	SGD:S000003669	GO:0015093	True	rdfs:subClassOf|BFO:0000050	1	ferrous iron transmembrane transporter activity
	SGD:S000006046	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000006046	GO:0005635	True	rdfs:subClassOf|BFO:0000050	3	nuclear envelope
	SGD:S000001105	GO:0005739	True	rdfs:subClassOf|BFO:0000050	5	mitochondrion
	SGD:S000001105	GO:0050661	True	rdfs:subClassOf|BFO:0000050	9	NADP binding
	SGD:S000005348	GO:0006896	True	rdfs:subClassOf|BFO:0000050	4	Golgi to vacuole transport
	SGD:S000005348	GO:0006623	True	rdfs:subClassOf|BFO:0000050	13	protein targeting to vacuole
	SGD:S000005348	GO:0006895	True	rdfs:subClassOf|BFO:0000050	5	Golgi to endosome transport
	SGD:S000005348	GO:0005794	True	rdfs:subClassOf|BFO:0000050	1	Golgi apparatus
	SGD:S000000301	GO:0005770	True	rdfs:subClassOf|BFO:0000050	1	late endosome
	SGD:S000001742	GO:0000978	True	rdfs:subClassOf|BFO:0000050	7	RNA polymerase II cis-regulatory region sequence-specific DNA binding
	SGD:S000001742	GO:0045944	True	rdfs:subClassOf|BFO:0000050	11	positive regulation of transcription by RNA polymerase II
	SGD:S000004007	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000004117	GO:0070979	True	rdfs:subClassOf|BFO:0000050	2	protein K11-linked ubiquitination
	SGD:S000004095	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000000147	GO:0005634	True	rdfs:subClassOf|BFO:0000050	5	nucleus
	SGD:S000006095	GO:0005816	True	rdfs:subClassOf|BFO:0000050	2	spindle pole body
	SGD:S000006095	GO:0005819	True	rdfs:subClassOf|BFO:0000050	0	spindle
	SGD:S000006095	GO:0051286	True	rdfs:subClassOf|BFO:0000050	2	cell tip
	SGD:S000006095	GO:0005875	True	rdfs:subClassOf|BFO:0000050	0	microtubule associated complex
	SGD:S000006095	GO:0000743	True	rdfs:subClassOf|BFO:0000050	14	nuclear migration involved in conjugation with cellular fusion
	SGD:S000005419	GO:0000053	True	rdfs:subClassOf|BFO:0000050	4	argininosuccinate metabolic process
	SGD:S000005419	GO:0000050	True	rdfs:subClassOf|BFO:0000050	5	urea cycle
	SGD:S000002981	GO:0043565	True	rdfs:subClassOf|BFO:0000050	1	sequence-specific DNA binding
	SGD:S000004236	GO:0005794	True	rdfs:subClassOf|BFO:0000050	1	Golgi apparatus
	SGD:S000001070	GO:0005886	True	rdfs:subClassOf|BFO:0000050	2	plasma membrane
	SGD:S000000774	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000000774	GO:0005634	True	rdfs:subClassOf|BFO:0000050	1	nucleus
	SGD:S000000774	GO:0030008	True	rdfs:subClassOf|BFO:0000050	0	TRAPP complex
	SGD:S000003148	GO:0000423	True	rdfs:subClassOf|BFO:0000050	1	mitophagy
	SGD:S000003148	GO:0005776	True	rdfs:subClassOf|BFO:0000050	0	autophagosome
	SGD:S000003148	GO:0042594	True	rdfs:subClassOf|BFO:0000050	0	response to starvation
	SGD:S000003083	GO:0043609	True	rdfs:subClassOf|BFO:0000050	3	regulation of carbon utilization
	SGD:S000003083	GO:0042149	True	rdfs:subClassOf|BFO:0000050	9	cellular response to glucose starvation
	SGD:S000003083	GO:0016208	True	rdfs:subClassOf|BFO:0000050	2	AMP binding
	SGD:S000003083	GO:0006110	True	rdfs:subClassOf|BFO:0000050	11	regulation of glycolytic process
	SGD:S000003083	GO:0019901	True	rdfs:subClassOf|BFO:0000050	4	protein kinase binding
	SGD:S000003083	GO:0019887	True	rdfs:subClassOf|BFO:0000050	0	protein kinase regulator activity
	SGD:S000005894	GO:0015629	True	rdfs:subClassOf|BFO:0000050	0	actin cytoskeleton
	SGD:S000002772	GO:0003729	True	rdfs:subClassOf|BFO:0000050	5	mRNA binding
	SGD:S000002498	GO:0043024	True	rdfs:subClassOf|BFO:0000050	4	ribosomal small subunit binding
	SGD:S000002498	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000000040	GO:0006890	True	rdfs:subClassOf|BFO:0000050	1	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
	SGD:S000005949	GO:0005739	True	rdfs:subClassOf|BFO:0000050	1	mitochondrion
	SGD:S000005485	GO:0008175	True	rdfs:subClassOf|BFO:0000050	0	tRNA methyltransferase activity
	SGD:S000001123	GO:0010468	True	rdfs:subClassOf|BFO:0000050	0	regulation of gene expression
	SGD:S000001123	GO:0000460	True	rdfs:subClassOf|BFO:0000050	0	maturation of 5.8S rRNA
	SGD:S000001123	GO:0003677	True	rdfs:subClassOf|BFO:0000050	0	DNA binding
	SGD:S000001123	GO:0005730	True	rdfs:subClassOf|BFO:0000050	7	nucleolus
